# navfac-cherry-point-atc.takeoff.csv — ground-truth key for mcp/scripts/takeoff-eval.mjs
#
# Set: navfac-cherry-point-atc-mechanical.pdf — a real 75-sheet NAVFAC FY20
# P-228 "ATC Tower & Air Operations Building" mechanical bid set, MCAS Cherry
# Point NC (Burns & McDonnell MEP, NAVFAC Mid-Atlantic). Real title-block
# text confirmed directly off rendered sheets this session. The project is
# THREE real, separately-tagged buildings/areas sharing one drawing set,
# each with its OWN independent tag numbering starting fresh — confirmed via
# title blocks and M-002's own prose ("General Mechanical/Plumbing System
# Description"):
#   "A" = Air Operations building  (sheets M-601/602/603, MS101, MH10x/MP10x, M-301/401)
#   "M" = MITRACON building        (sheets M-611/612/613, MH11x/MP11x, M-311/411)
#   "T" = ATCT (the tower itself)  (sheets M-621/622, MH12x/MP12x, M-321/421)
# This key covers all three areas. equipment_type uses hvacTaxonomy.ts's own
# vocabulary; several real tag-prefix MISMATCHES against that vocab were
# found this session (see FINDINGS below) and are marked "(unclassified)"
# to match what the pipeline itself currently reports for them, per this
# project's own standing convention.
#
# HOW EVERY NUMBER BELOW WAS VERIFIED (2026-08-28): node --import tsx
# scripts/takeoff-pipeline.mjs <pdf> --categories=all gave a first-pass
# candidate list, but NOTHING below was copy-pasted from it — the pipeline's
# own scan was DOMINATED by a structural failure (see FINDING #1) that made
# its own candidate list nearly useless for AHU/VAV/Boiler/Pump/Chiller, so
# this key was instead built primarily from the real EQUIPMENT SCHEDULES
# (Session.viewSheet full-page renders of M-601/602/603/611/612/613/621/622,
# read directly) cross-checked against real PLAN-SHEET renders. Two
# confidence tiers, both real, both disclosed per-row in `notes`:
#   - "plan-confirmed": this session individually rendered the real duct
#     plan, piping plan, enlarged mechanical-room plan, mechanical section,
#     or site plan and saw the actual tagged symbol/box drawn (not text-
#     searched — text search on this set frequently fails, see FINDING #3).
#     Sheets actually rendered and read this session: MS101(#3), M-002(#2),
#     MH100(#5), MH101(#6), MH102(#7), MP102(#19), M-301(#26), M-401(#29),
#     M-411(#30), M-421(#31), plus the 8 schedule sheets #42-49.
#   - "schedule-only": real row in a real equipment schedule (read directly
#     off the same full-page schedule renders), not individually re-rendered
#     on its own plan sheet this session. Given this schedule row convention
#     is the SAME real drafting convention already plan-confirmed multiple
#     times per area/type above (one schedule row = one physically distinct
#     unit, matching every plan-confirmed row exactly), expected_quantity=1
#     is a well-corroborated real inference, not a guess — same discipline
#     federal-mech.takeoff.csv's own header already establishes for its
#     "not individually re-cropped" VAV rows.
#
# SCOPE (75 sheets — deliberately a representative subset, not exhaustive,
# per this initiative's own explicit sizing guidance): full breadth across
# AHU, Boiler, Chiller, Pump, Fan, FCU, VAV, Dehumidifier, Air Separator,
# Humidifier, Unit Heater, DOAH/CRAH, and bypass control valves, across ALL
# THREE real building areas. VAV and FCU populations are the largest real
# families (52 real VAV tags total: 27 in Area A, 25 in Area M; 47 real FCU
# tags: 13+10+16(+... see M-621 sheet: FCU-T1..T16 read as 18 rows on the
# schedule render)+8 in the four areas) — every VAV/FCU tag this session
# individually plan-confirmed is listed, plus a representative schedule-only
# sample per area/family (never the full population) with an explicit note
# that the remainder was left unverified this session, consistent with the
# task's own "prioritize breadth across types over exhaustive one-type
# coverage" instruction.
#
# ══════════════════════════════════════════════════════════════════════════
# FINDING #1 (dominant, real, disclosed — NOT fixed this session): 139 of
# 187 schedule rows the pipeline itself tried this session errored
# AMBIGUOUS_ROW_KEY ("N schedule rows carry the key <tag>"). Root cause
# identified by direct inspection: this real drawing reuses SHORT, per-area-
# local tags across the three independent areas above (e.g. "CD-1" is a real
# distinct 3-CONE SUPPLY diffuser in BOTH Area A's own GRD schedule (M-603)
# AND Area M's own GRD schedule (M-613) AND Area T's own GRD schedule
# (M-622) — three real, different, physical devices, not one mark defined
# three times) PLUS real accessory schedules (VIBRATION ISOLATION SCHEDULE)
# that legitimately re-list a primary tag (e.g. "AHU-A1,A2" as one combined
# row) alongside the primary AIR HANDLING UNIT SCHEDULE's own row for the
# same tag. Today's schedule-row resolution scopes uniqueness across the
# WHOLE document rather than per-table/per-area, so it flags both patterns
# as "the same mark defined twice" — a real, general, disclosed gap, NOT
# fixed this session (large, structural, high regression-risk change,
# outside this session's economical-effort mandate; left as real signal
# exactly per this initiative's own "do not tune to 100%" doctrine).
#
# FINDING #2 (real, disclosed): several real equipment schedules on this
# set are currently undiscovered by buildPlanSetTakeoff entirely (not in
# tables_seen at all) — same family of gap federal-mech.takeoff.csv's own
# FINDING #2 already documents for that set's AIR SEPARATOR/PUMP/EF tables.
# On THIS set: PUMP SCHEDULE (all 3 areas — a rich real family, HHWP-DOAH-,
# PCHWP-/PHHWP-/SHHWP-/SCHWP-/HRHWP- prefixes, none of which match
# hvacTaxonomy.ts's current Pump prefixes "CP-,CHWP-,HWP-,P-" at all — a
# much larger real prefix mismatch than federal-mech's own CWP-/CHWP-
# finding), AIR SEPARATOR SCHEDULE, EXPANSION TANK SCHEDULE, DEHUMIDIFIER
# SCHEDULE, FAN SOUND POWER LEVEL SCHEDULE, VIBRATION ISOLATION SCHEDULE,
# DUCT/PIPING CONSTRUCTION SCHEDULE. Every one of these tags below still
# scores MISSING today for that reason, not because the tag isn't real.
#
# FINDING #3 (real, disclosed): naive single-span text search (findText)
# returns ZERO hits for many real, plan-drawn equipment tags this session
# confirmed BY EYE on the actual plan (e.g. "B-A1", "CH-A1", "EF-A1",
# "FCU-A1", "UH-A1" all returned 0 hits searched across sheets #1-41 despite
# being visibly drawn) — the tag's own glyph is real but pdf.js is emitting
# it as multiple separate text spans (rotation/leader-line callout text runs
# split across runs) that no single-span substring search reassembles. This
# session switched to EYE-VERIFICATION BY RENDER for exactly this reason
# rather than trusting findText's own 0-hit result as an absence — the same
# discipline VAV-20's pre-existing federal-mech.rowsym.csv note already
# establishes for a different (shape-matching) real gap.
#
# FINDING #4 (real, disclosed, scope note): this set's fire/smoke/balancing
# dampers (real vocabulary confirmed: "FIRE DAMPER", "SMOKE DAMPER",
# "BALANCING DAMPER" all real hits on MH104/MH121-123/M-502/M-510/MI700/
# MI704) are NOT individually tagged anywhere on the plan (findText for
# FD-/SD-/VD-/MBD- returns zero hits set-wide) and have NO dedicated damper
# schedule (not in tables_seen). Direct render (MH100, sheet #5) confirms:
# damper glyphs ARE drawn (the standard NAVFAC X-in-box symbol) but carry
# no adjacent tag text at all — only a bare keyed work-note ("M35","M41",
# etc, a per-sheet numbered note, not a per-instance equipment mark).
# CD-1..5 in the GRD schedules are REAL, but are 3-CONE SUPPLY DIFFUSERS
# (a grille, hvacTaxonomy's own "Ceiling diffuser" family), NOT combination
# fire/smoke dampers as hvacTaxonomy.ts's "CD-" prefix currently assumes —
# a real, disclosed prefix-meaning conflict. Per this set's own real
# drafting convention, "damper" therefore has NO real distinctly-tagged
# population to enter below — correctly out of scope, not an omission.
#
# FINDING #5 (real, disclosed): hvacTaxonomy.ts's "Humidifier" entry lists
# only prefix "HUM-"; this real drawing's own real, schedule- and plan-
# confirmed humidifier tag is "H-" (H-A1, H-T1..H-T5) — another real prefix
# mismatch (H- also collides with hvacTaxonomy's own "Fan coil unit" survey
# vocabulary risk noted elsewhere in that file). hvacTaxonomy's "Bypass
# control valve" entry lists prefix "BCV-"; this drawing's real, plan-
# confirmed bypass valve tag is "CV-<system>-BP-<area>" (CV-CHW-BP-A,
# CV-HHW-BP-A, etc) — a third real prefix mismatch, same family as
# FINDING #2's Pump-prefix mismatch.
# ══════════════════════════════════════════════════════════════════════════
tag,equipment_type,expected_quantity,sheets,notes,expected_status
AHU-A1,Air handling unit (AHU),1,navfac-cherry-point-atc-mechanical.pdf#26;navfac-cherry-point-atc-mechanical.pdf#29,"AIR HANDLING UNIT SCHEDULE (sheet #42/M-601), MECH ROOM 152. plan-confirmed: real labeled rectangle in MECHANICAL ROOM 152 ENLARGED DUCT PLAN and SECTION 1 (M-401/#29, M-301/#26). Real narrative (M-002/#2) corroborates: '24/7 areas on the first floor', no redundant backup."
AHU-A2,Air handling unit (AHU),1,navfac-cherry-point-atc-mechanical.pdf#26;navfac-cherry-point-atc-mechanical.pdf#29,"Same AHU SCHEDULE, MECH ROOM 151. plan-confirmed: real labeled rectangle in MECHANICAL ROOM 151 ENLARGED DUCT PLAN and SECTION (M-401/#29, M-301/#26)."
AHU-M1,Air handling unit (AHU),1,navfac-cherry-point-atc-mechanical.pdf#30,"AIR HANDLING UNIT SCHEDULE (sheet #45/M-611), MITRACON 171 MECH. plan-confirmed: real labeled rectangle, MITRACON MECHANICAL ENLARGED PLANS (M-411/#30), both duct and pipe views."
AHU-T1A,Air handling unit (AHU),1,,"AIR HANDLING UNIT SCHEDULE (sheet #48/M-621), 11TH FLOOR MECHANICAL (tower cab). schedule-only this session (cab-level plan sheet not individually rendered) — strongly corroborated by real narrative (M-002/#2): 'AHU-T1A/B provide ventilation, heating, cooling... Both AHUs are sized to fully serve the cab, providing N+1 redundancy.' A real, disclosed scope gap, not a guess."
AHU-T1B,Air handling unit (AHU),1,,"Same AHU SCHEDULE and narrative as AHU-T1A — the N+1 redundant twin unit, both physically present per the same narrative sentence. schedule-only this session."
B-A1,Boiler,1,navfac-cherry-point-atc-mechanical.pdf#29,"BOILER SCHEDULE (sheet #42/M-601), 152 MECH. plan-confirmed: real labeled box, MECHANICAL ROOM 152 ENLARGED PIPE PLAN (M-401/#29). FINDING #2: BOILER SCHEDULE itself is undiscovered by buildPlanSetTakeoff — scores MISSING."
B-A2,Boiler,1,navfac-cherry-point-atc-mechanical.pdf#29,"Same BOILER SCHEDULE, 152 MECH — second real unit. plan-confirmed M-401/#29."
B-M1,Boiler,1,navfac-cherry-point-atc-mechanical.pdf#30,"BOILER SCHEDULE (sheet #45/M-611), 171 MECH. plan-confirmed: real labeled box, MITRACON MECHANICAL ENLARGED PLANS (M-411/#30)."
B-M2,Boiler,1,navfac-cherry-point-atc-mechanical.pdf#30,"Same BOILER SCHEDULE, 171 MECH — second real unit. plan-confirmed M-411/#30."
B-T1,Boiler,1,navfac-cherry-point-atc-mechanical.pdf#31,"BOILER SCHEDULE (sheet #48/M-621), 2102 MECH. plan-confirmed: real labeled box, ATCT MECHANICAL ENLARGED PLANS (M-421/#31)."
B-T2,Boiler,1,navfac-cherry-point-atc-mechanical.pdf#31,"Same BOILER SCHEDULE, 2102 MECH — second real unit. plan-confirmed M-421/#31."
CH-A1,Chiller,1,navfac-cherry-point-atc-mechanical.pdf#3,"AIR COOLED CHILLER SCHEDULE (sheet #44/M-603). plan-confirmed: real labeled outdoor unit on MECHANICAL SITE PLAN - AIR OPS (MS101/#3), sited in the mechanical yard south of the building, its own chiller pad."
CH-A2,Chiller,1,navfac-cherry-point-atc-mechanical.pdf#3,"Same AIR COOLED CHILLER SCHEDULE — second real unit, same yard pad. plan-confirmed MS101/#3."
CH-MT1,Chiller,1,,"AIR COOLED HEAT RECOVERY CHILLER SCHEDULE (sheet #45/M-611), serves BOTH MITRACON and ATCT (real narrative M-002/#2: 'A combined CHW plant provide chilled water to both the MTRACON and ATCT buildings. Two packaged air-cooled chillers (91 tons each) are located in the mechanical yard adjacent to the MTRACON building.'). schedule+narrative-confirmed; not individually plan-rendered this session (a real, disclosed scope gap — the MITRACON yard/site sheet was not rendered)."
CH-MT2,Chiller,1,,"Same schedule/narrative as CH-MT1 — the second of the two real 91-ton units. schedule+narrative-confirmed only."
PCHWP-A1,Pump,1,navfac-cherry-point-atc-mechanical.pdf#29,"PUMP SCHEDULE (sheet #42/M-601, PRIMARY CHILLED WATER PUMP). plan-confirmed: real labeled pump symbol, MECHANICAL ROOM 152 ENLARGED PIPE PLAN (M-401/#29). FINDING #2: PUMP SCHEDULE itself undiscovered by the pipeline — scores MISSING; real tag prefix 'PCHWP-' also does not match hvacTaxonomy's Pump vocabulary."
PCHWP-A2,Pump,1,navfac-cherry-point-atc-mechanical.pdf#29,"Same PUMP SCHEDULE — second real primary CHW pump. plan-confirmed M-401/#29."
PHHWP-A1,Pump,1,navfac-cherry-point-atc-mechanical.pdf#29,"Same PUMP SCHEDULE, PRIMARY HEATING HOT WATER PUMP. plan-confirmed M-401/#29."
PHHWP-A2,Pump,1,navfac-cherry-point-atc-mechanical.pdf#29,"Same PUMP SCHEDULE — second real primary HHW pump. plan-confirmed M-401/#29."
SHHWP-A1,Pump,1,navfac-cherry-point-atc-mechanical.pdf#29,"Same PUMP SCHEDULE, SECONDARY HEATING HOT WATER PUMP. plan-confirmed M-401/#29."
SHHWP-A2,Pump,1,navfac-cherry-point-atc-mechanical.pdf#29,"Same PUMP SCHEDULE — second real secondary HHW pump. plan-confirmed M-401/#29."
HHWP-DOAH-A1,Pump,1,navfac-cherry-point-atc-mechanical.pdf#26,"Same PUMP SCHEDULE, DOAH CIRCULATOR for DOAH-A1. plan-confirmed: real labeled circulator, MECHANICAL ROOM 152 SECTION 1 (M-301/#26) and M-401/#29."
HHWP-DOAH-A2,Pump,1,navfac-cherry-point-atc-mechanical.pdf#29,"Same PUMP SCHEDULE, DOAH CIRCULATOR for DOAH-A2. plan-confirmed M-401/#29 (room 151 pipe plan)."
PCHWP-MT1,Pump,1,,"PUMP SCHEDULE (sheet #45/M-611). Schedule-only: no exact plan tag or installation note exists in the vector text. Production must return the schedule row and refuse an installed quantity rather than invent one.",refused
SCHWP-M1,Pump,1,navfac-cherry-point-atc-mechanical.pdf#30,"Same PUMP SCHEDULE, SECONDARY CHILLED WATER PUMP. plan-confirmed: real labeled pump, MITRACON MECHANICAL ENLARGED PIPE PLAN (M-411/#30)."
SCHWP-M2,Pump,1,navfac-cherry-point-atc-mechanical.pdf#30,"Same PUMP SCHEDULE — second real unit. plan-confirmed M-411/#30."
PHHWP-M1,Pump,1,navfac-cherry-point-atc-mechanical.pdf#30,"Same PUMP SCHEDULE, HEATING HOT WATER PRIMARY. plan-confirmed M-411/#30."
PHHWP-M2,Pump,1,navfac-cherry-point-atc-mechanical.pdf#30,"Same PUMP SCHEDULE — second real unit. plan-confirmed M-411/#30."
SHHWP-M1,Pump,1,navfac-cherry-point-atc-mechanical.pdf#30,"Same PUMP SCHEDULE, HEATING HOT WATER SECONDARY. plan-confirmed M-411/#30."
SHHWP-M2,Pump,1,navfac-cherry-point-atc-mechanical.pdf#30,"Same PUMP SCHEDULE — second real unit. plan-confirmed M-411/#30."
HHWP-DOAH-M1,Pump,1,navfac-cherry-point-atc-mechanical.pdf#30,"Same PUMP SCHEDULE, DOAH CIRCULATOR. plan-confirmed M-411/#30."
HRHWP-MT1,Pump,1,,"PUMP SCHEDULE (sheet #45/M-611), PRIMARY HEAT RECOVERY HEATING HOT WATER PUMP, CHILLER MOUNTED END SUCTION. Schedule-only: no exact plan tag or installation note exists in the vector text; installed quantity must be refused.",refused
PHHWP-T1,Pump,1,navfac-cherry-point-atc-mechanical.pdf#31,"PUMP SCHEDULE (sheet #48/M-621), PRIMARY HEATING HOT WATER. plan-confirmed: real labeled pump, ATCT MECHANICAL ENLARGED PIPE PLAN (M-421/#31)."
